Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
Body,-0.000505711047275829,-3.92059868626698E-05,0.00655594728550839,0,0,0,0.655160642240757,0.000449253338198346,5.00745245411663E-20,-5.96384763775092E-06,0.000956121106102527,1.68220612488198E-21,0.00135243908262136,0,0,0,0,0,0,package://Harold_URDF_Export_2/meshes/Body.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Harold_URDF_Export_2/meshes/Body.STL,,body-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
fl_shoulder,-0.0226268804239233,0.016723144813423,0.00308978788806343,0,0,0,0.0776965557993418,2.79526765081768E-05,3.29296835160004E-07,-3.38551705773394E-08,2.03318316394635E-05,7.98874235426904E-07,2.60079742804999E-05,0,0,0,0,0,0,package://Harold_URDF_Export_2/meshes/fl_shoulder.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Harold_URDF_Export_2/meshes/fl_shoulder.STL,,left_shoulder-1,Origin_fl_shoulder_joint,Axis_fl_shoulder_joint,fl_shoulder_joint,revolute,-0.185,-0.04805,0.0175,1.5708,0,0,Body,1,0,0,0,0,0,0,,,,,,,,
fl_thigh,0.00156528908759818,-0.0302869631953187,0.0293750339010572,0,0,0,0.0916515025957821,7.00348282018166E-05,-3.01230962502561E-06,-4.36435773829808E-07,2.10701031177544E-05,-7.35240616345448E-06,6.11778473451459E-05,0,0,0,0,0,0,package://Harold_URDF_Export_2/meshes/fl_thigh.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Harold_URDF_Export_2/meshes/fl_thigh.STL,,left_thigh-1,Origin_fl_thigh_joint,Axis_fl_thigh_joint,fl_thigh_joint,revolute,-0.023,0.011125,0.0101,0,0,0,fl_shoulder,0,0,1,0,0,0,0,,,,,,,,
fl_calf,-0.00237381613529589,-0.034445498616468,0.0226869436173489,0,0,0,0.0864459183664809,0.000124573461358573,3.59480722131375E-06,3.33117687660539E-08,1.48777935696698E-05,4.24915357894344E-07,0.000119866124097028,0,0,0,0,0,0,package://Harold_URDF_Export_2/meshes/fl_calf.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Harold_URDF_Export_2/meshes/fl_calf.STL,,left_calf-1,Origin_fl_calf_joint,Axis_fl_calf_joint,fl_calf_joint,revolute,0.00249999999999997,-0.102875,0.00500000000000111,0,0,0,fl_thigh,0,0,1,0,0,0,0,,,,,,,,
fr_shoulder,-0.022652843501191,0.016723144813423,-0.00308978788806342,0,0,0,0.0776965557993418,2.79526765081768E-05,3.2929683516E-07,3.38551705773375E-08,2.03318316394635E-05,-7.9887423542691E-07,2.60079742804999E-05,0,0,0,0,0,0,package://Harold_URDF_Export_2/meshes/fr_shoulder.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Harold_URDF_Export_2/meshes/fr_shoulder.STL,,right_shoulder-1,Origin_fr_shoulder_joint,Axis_fr_shoulder_joint,fr_shoulder_joint,revolute,-0.185,0.04795,0.0175,1.5708,0,0,Body,1,0,0,0,0,0,0,,,,,,,,
fr_thigh,0.00156528908759818,-0.0302869631953186,-0.0293750339010572,0,0,0,0.0916515025957821,7.00348282018166E-05,-3.01230962502561E-06,4.3643577382981E-07,2.10701031177544E-05,7.35240616345446E-06,6.11778473451459E-05,0,0,0,0,0,0,package://Harold_URDF_Export_2/meshes/fr_thigh.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Harold_URDF_Export_2/meshes/fr_thigh.STL,,right_thigh-1,Origin_fr_thigh_joint,Axis_fr_thigh_joint,fr_thigh_joint,revolute,-0.0232000000000001,0.011125,-0.0100999999999999,0,0,0,fr_shoulder,0,0,1,0,0,0,0,,,,,,,,
fr_calf,-0.00237381613529575,-0.0344454986164687,-0.0226869436158008,0,0,0,0.0864459183664809,0.000124573461358558,3.59480722131375E-06,-3.33117693448154E-08,1.48777935696553E-05,-4.24915350292373E-07,0.000119866124097028,0,0,0,0,0,0,package://Harold_URDF_Export_2/meshes/fr_calf.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Harold_URDF_Export_2/meshes/fr_calf.STL,,right_calf-1,Origin_fr_calf_joint,Axis_fr_calf_joint,fr_calf_joint,revolute,0.0025,-0.102875,-0.00500000000000027,0,0,0,fr_thigh,0,0,1,0,0,0,0,,,,,,,,
bl_shoulder,0.0229731195760768,0.016723144813423,0.00308978788806344,0,0,0,0.0776965557993418,2.79526765081768E-05,3.29296835160004E-07,-3.38551705773392E-08,2.03318316394635E-05,7.98874235426902E-07,2.60079742804999E-05,0,0,0,0,0,0,package://Harold_URDF_Export_2/meshes/bl_shoulder.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Harold_URDF_Export_2/meshes/bl_shoulder.STL,,left_shoulder-2,Origin_bl_shoulder_joint,Axis_bl_shoulder_joint,bl_shoulder_joint,revolute,0.1854,-0.048,0.0175,1.5708,0,0,Body,1,0,0,0,0,0,0,,,,,,,,
bl_thigh,0.00156528908759815,-0.0302869631953187,0.0293750339010572,0,0,0,0.0916515025957821,7.00348282018166E-05,-3.01230962502561E-06,-4.36435773829808E-07,2.10701031177544E-05,-7.35240616345447E-06,6.11778473451459E-05,0,0,0,0,0,0,package://Harold_URDF_Export_2/meshes/bl_thigh.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Harold_URDF_Export_2/meshes/bl_thigh.STL,,left_thigh-2,Origin_bl_thigh_joint,Axis_bl_thigh_joint,bl_thigh_joint,revolute,0.0226,0.011125,0.0101,0,0,0,bl_shoulder,0,0,1,0,0,0,0,,,,,,,,
bl_calf,-0.00237381613529594,-0.0344454986164687,0.0226869436173489,0,0,0,0.086445918366481,0.000124573461358573,3.59480722131374E-06,3.33117687660544E-08,1.48777935696698E-05,4.24915357894347E-07,0.000119866124097028,0,0,0,0,0,0,package://Harold_URDF_Export_2/meshes/bl_calf.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://Harold_URDF_Export_2/meshes/bl_calf.STL,,left_calf-2,Origin_bl_calf_joint,Axis_bl_calf_joint,bl_calf_joint,revolute,0.00249999999999997,-0.102875,0.00500000000000127,0,0,0,bl_thigh,0,0,1,0,0,0,0,,,,,,,,
