timestamp,timestamp_ms,pos_fl_sh,pos_fr_sh,pos_bl_sh,pos_br_sh,pos_fl_th,pos_fr_th,pos_bl_th,pos_br_th,pos_fl_ca,pos_fr_ca,pos_bl_ca,pos_br_ca,cmd_pos_fl_sh,cmd_pos_fr_sh,cmd_pos_bl_sh,cmd_pos_br_sh,cmd_pos_fl_th,cmd_pos_fr_th,cmd_pos_bl_th,cmd_pos_br_th,cmd_pos_fl_ca,cmd_pos_fr_ca,cmd_pos_bl_ca,cmd_pos_br_ca,load_fl_sh,load_fr_sh,load_bl_sh,load_br_sh,load_fl_th,load_fr_th,load_bl_th,load_br_th,load_fl_ca,load_fr_ca,load_bl_ca,load_br_ca,curr_fl_sh,curr_fr_sh,curr_bl_sh,curr_br_sh,curr_fl_th,curr_fr_th,curr_bl_th,curr_br_th,curr_fl_ca,curr_fr_ca,curr_bl_ca,curr_br_ca,temp_fl_sh,temp_fr_sh,temp_bl_sh,temp_br_sh,temp_fl_th,temp_fr_th,temp_bl_th,temp_br_th,temp_fl_ca,temp_fr_ca,temp_bl_ca,temp_br_ca,bus_voltage_v,rpi_cpu_temp_c,rpi_cpu_percent,rpi_memory_percent,rpi_disk_percent,mode,cpg_phase,cmd_vx,cmd_vy,cmd_yaw
2026-01-03T19:24:07.756,4213969,0.0,0.0,-0.0015,0.0015,0.3221,0.3267,0.3221,0.3221,-0.7915,-0.7501,-0.7563,-0.7977,0.00436436478048563,0.00436436478048563,-0.00436436478048563,-0.00436436478048563,0.315449595451355,0.37455040216445923,0.47455036640167236,0.4154496192932129,-1.2412337064743042,-0.7724663019180298,-0.7724663019180298,-1.2412337064743042,0,0,0,-24,56,-104,180,-184,-76,-20,56,52,0,0,0,1,2,5,20,20,1,1,4,0,29,28,29,30,29,30,30,32,31,31,32,33,12.0,44.1,0.4,12.3,47.0,CPG_ONLY,0.0751,0.3000,0.0000,0.0000
2026-01-03T19:24:07.956,4214169,0.0046,0.0015,-0.0061,-0.0031,0.3007,0.3958,0.4694,0.4126,-1.0799,-0.8099,-0.8176,-1.0784,0.008560242131352425,0.008560242131352425,-0.008560242131352425,-0.008560242131352425,0.2870400547981262,0.40296000242233276,0.5029599666595459,0.38704001903533936,-1.1259629726409912,-0.8877370357513428,-0.8877370357513428,-1.1259629726409912,0,32,0,-24,0,32,112,84,-88,44,-20,156,0,2,0,1,0,2,12,2,0,0,0,0,29,28,29,30,29,30,30,32,33,31,32,33,12.1,44.1,0.4,12.3,47.0,CPG_ONLY,0.1752,0.3000,0.0000,0.0000
2026-01-03T19:24:08.156,4214369,0.0077,0.0,-0.0153,-0.0061,0.2807,0.4172,0.4985,0.3789,-1.2195,-0.9265,-0.9449,-1.2118,0.009478320367634296,0.009478320367634296,-0.009478320367634296,-0.009478320367634296,0.28082388639450073,0.4091761112213135,0.5091761350631714,0.38082385063171387,-0.9650851488113403,-1.048614740371704,-1.048614740371704,-0.9650851488113403,0,48,-48,-24,0,48,52,0,48,120,20,28,0,3,3,1,0,3,4,0,2,3,0,2,29,28,29,30,29,30,30,32,31,31,32,33,12.1,44.1,0.4,12.3,47.0,CPG_ONLY,0.2754,0.3000,0.0000,0.0000
2026-01-03T19:24:08.357,4214569,0.0077,0.0,-0.0153,-0.0153,0.2792,0.408,0.4985,0.3712,-1.0354,-1.0953,-1.1029,-1.0477,0.00676731625571847,0.00676731625571847,-0.00676731625571847,-0.00676731625571847,0.2991796135902405,0.39082038402557373,0.49082034826278687,0.3991796374320984,-0.820203423500061,-1.1934964656829834,-1.1934964656829834,-0.820203423500061,0,48,-44,48,48,32,24,-88,188,60,-24,-288,0,3,3,2,3,2,1,11,7,0,0,51,29,28,29,30,29,30,30,32,31,31,32,33,12.1,44.1,0.0,12.3,47.0,CPG_ONLY,0.3755,0.3000,0.0000,0.0000
2026-01-03T19:24:08.557,4214769,0.0015,0.0046,-0.0046,-0.0107,0.2991,0.3697,0.474,0.3682,-0.8191,-1.2272,-1.2287,-0.8422,0.0014650622615590692,0.0014650622615590692,-0.0014650622615590692,-0.0014650622615590692,0.3350803256034851,0.3549196720123291,0.454919695854187,0.43508028984069824,-0.7467824220657349,-1.2669174671173096,-1.2669174671173096,-0.7467824220657349,0,20,24,48,96,-32,32,-264,160,48,-36,-292,0,1,1,3,8,2,1,76,19,1,1,67,29,28,29,30,29,30,30,32,31,31,32,33,12.0,44.1,0.0,12.3,47.0,CPG_ONLY,0.4756,0.3000,0.0000,0.0000
2026-01-03T19:24:08.757,4214969,0.0123,0.0,0.0077,-0.0077,0.3497,0.3359,0.4387,0.431,-0.7532,-1.2655,-1.2717,-0.7639,-0.0043980758637189865,-0.0043980758637189865,0.0043980758637189865,0.0043980758637189865,0.3747786283493042,0.31522136926651,0.41522133350372314,0.4747786521911621,-0.7729402780532837,-1.2407597303390503,-1.2407597303390503,-0.7729402780532837,104,20,48,56,40,20,-44,-128,36,20,40,-92,10,1,2,3,1,1,2,16,2,1,3,9,29,28,29,30,29,30,30,33,31,31,32,33,12.1,44.1,0.0,12.3,47.0,CPG_ONLY,0.5757,0.3000,0.0000,0.0000
2026-01-03T19:24:08.957,4215169,0.0107,-0.0031,0.0031,0.0031,0.3682,0.3007,0.3973,0.4771,-0.813,-1.2072,-1.2333,-0.8115,-0.008577270433306694,-0.008577270433306694,0.008577270433306694,0.008577270433306694,0.40307527780532837,0.28692471981048584,0.38692474365234375,0.5030752420425415,-0.8886610269546509,-1.125038981437683,-1.125038981437683,-0.8886610269546509,96,-24,-24,24,136,20,24,-80,-20,-68,208,32,12,1,1,1,21,0,1,6,0,2,45,0,29,28,29,30,29,30,30,32,31,31,33,33,12.1,43.55,0.0,12.3,47.0,CPG_ONLY,0.6759,0.3000,0.0000,0.0000
2026-01-03T19:24:09.158,4215369,-0.0046,-0.0061,0.0077,0.0015,0.3881,0.2823,0.3743,0.4847,-0.9419,-1.0769,-1.1106,-0.9449,-0.009472248144447803,-0.009472248144447803,0.009472248144447803,0.009472248144447803,0.40913498401641846,0.28086501359939575,0.3808649778366089,0.5091350078582764,-1.0496374368667603,-0.9640624523162842,-0.9640624523162842,-1.0496374368667603,0,-24,20,40,100,-20,28,-136,-24,-76,248,24,1,1,1,2,8,1,1,24,0,2,46,0,29,28,29,30,29,30,30,32,31,31,32,33,12.0,43.55,0.0,12.3,47.0,CPG_ONLY,0.7760,0.3000,0.0000,0.0000
2026-01-03T19:24:09.358,4215569,0.0031,-0.0046,0.0061,0.0031,0.405,0.2853,0.3743,0.5016,-1.0907,-0.9342,-0.9403,-1.0953,-0.006740309298038483,-0.006740309298038483,0.006740309298038483,0.006740309298038483,0.39063751697540283,0.2993624806404114,0.3993625044822693,0.49063748121261597,-1.1942293643951416,-0.8194706439971924,-0.8194706439971924,-1.1942293643951416,72,-24,0,32,-28,24,72,0,-76,-160,188,56,4,1,0,2,1,1,7,0,1,16,22,0,29,28,29,30,29,30,30,32,51,48,32,33,12.1,43.55,0.0,12.3,47.0,CPG_ONLY,0.8761,0.3000,0.0000,0.0000
2026-01-03T19:24:09.558,4215769,-0.0031,-0.0092,0.0015,0.0031,0.3804,0.3053,0.3697,0.4786,-1.2272,-0.7961,-0.8253,-1.2303,-0.001427479786798358,-0.001427479786798358,0.001427479786798358,0.001427479786798358,0.35466521978378296,0.33533477783203125,0.43533480167388916,0.45466524362564087,-1.2670745849609375,-0.7466254234313965,-0.7466254234313965,-1.2670745849609375,0,44,0,0,-60,-64,260,40,-48,-104,264,40,0,3,0,0,2,4,72,2,0,7,73,1,29,28,29,30,29,30,30,32,31,31,32,33,11.8,43.55,0.8,12.3,47.0,CPG_ONLY,0.9762,0.3000,0.0000,0.0000
