timestamp,timestamp_ms,pos_fl_sh,pos_fr_sh,pos_bl_sh,pos_br_sh,pos_fl_th,pos_fr_th,pos_bl_th,pos_br_th,pos_fl_ca,pos_fr_ca,pos_bl_ca,pos_br_ca,cmd_pos_fl_sh,cmd_pos_fr_sh,cmd_pos_bl_sh,cmd_pos_br_sh,cmd_pos_fl_th,cmd_pos_fr_th,cmd_pos_bl_th,cmd_pos_br_th,cmd_pos_fl_ca,cmd_pos_fr_ca,cmd_pos_bl_ca,cmd_pos_br_ca,load_fl_sh,load_fr_sh,load_bl_sh,load_br_sh,load_fl_th,load_fr_th,load_bl_th,load_br_th,load_fl_ca,load_fr_ca,load_bl_ca,load_br_ca,curr_fl_sh,curr_fr_sh,curr_bl_sh,curr_br_sh,curr_fl_th,curr_fr_th,curr_bl_th,curr_br_th,curr_fl_ca,curr_fr_ca,curr_bl_ca,curr_br_ca,temp_fl_sh,temp_fr_sh,temp_bl_sh,temp_br_sh,temp_fl_th,temp_fr_th,temp_bl_th,temp_br_th,temp_fl_ca,temp_fr_ca,temp_bl_ca,temp_br_ca,bus_voltage_v,rpi_cpu_temp_c,rpi_cpu_percent,rpi_memory_percent,rpi_disk_percent,mode,cpg_phase,cmd_vx,cmd_vy,cmd_yaw
2026-01-03T19:04:39.679,3045903,0.0,0.0,-0.0015,0.0,0.3237,0.3267,0.3283,0.3283,-0.7946,-0.7517,-0.7578,-0.7977,0.004364057444036007,0.004364057444036007,-0.004364057444036007,-0.004364057444036007,0.3654516935348511,0.42454832792282104,0.42454832792282104,0.3654516935348511,-1.241237998008728,-0.772462010383606,-0.772462010383606,-1.241237998008728,0,0,0,0,172,-164,148,-152,-72,-32,64,72,0,0,0,0,14,18,15,11,0,2,5,1,30,29,30,31,28,29,28,29,29,29,28,30,12.0,45.2,0.5,11.8,47.0,CPG_ONLY,0.0751,0.3000,0.0000,0.0000
2026-01-03T19:04:39.880,3046103,0.0061,-0.0015,-0.0061,-0.0031,0.3528,0.4387,0.431,0.3559,-1.0815,-0.8115,-0.8145,-1.0784,0.008559893816709518,0.008559893816709518,-0.008559893816709518,-0.008559893816709518,0.3370423913002014,0.4529576301574707,0.4529576301574707,0.3370423913002014,-1.1259816884994507,-0.8877182006835938,-0.8877182006835938,-1.1259816884994507,0,52,0,-24,20,20,52,44,-120,40,0,184,0,3,0,1,1,1,3,2,0,0,0,3,30,29,30,31,28,29,28,29,29,29,28,30,12.1,45.2,0.5,11.8,47.0,CPG_ONLY,0.1752,0.3000,0.0000,0.0000
2026-01-03T19:04:40.080,3046303,0.0092,-0.0031,-0.0153,-0.0061,0.3313,0.4571,0.4433,0.3329,-1.218,-0.9434,-0.948,-1.2226,0.009478451684117317,0.009478451684117317,-0.009478451684117317,-0.009478451684117317,0.33082300424575806,0.45917701721191406,0.45917701721191406,0.33082300424575806,-0.9651075601577759,-1.048592448234558,-1.048592448234558,-0.9651075601577759,0,64,-52,-24,0,0,92,28,32,32,20,-76,0,5,4,1,0,0,11,1,1,0,2,5,30,28,30,31,28,29,28,29,30,29,28,30,12.1,45.2,0.5,11.8,47.0,CPG_ONLY,0.2754,0.3000,0.0000,0.0000
2026-01-03T19:04:40.280,3046503,0.0031,0.0031,-0.0138,-0.0107,0.3283,0.4479,0.4433,0.3206,-1.037,-1.0999,-1.1075,-1.0462,0.006767774932086468,0.006767774932086468,-0.006767774932086468,-0.006767774932086468,0.3491765260696411,0.440823495388031,0.440823495388031,0.3491765260696411,-0.8202159404754639,-1.1934840679168701,-1.1934840679168701,-0.8202159404754639,-36,32,-40,24,56,-28,48,-100,208,32,0,-308,2,2,2,0,4,1,2,14,17,0,0,46,30,28,30,31,28,29,28,29,29,29,28,30,12.1,45.2,0.4,11.8,47.0,CPG_ONLY,0.3755,0.3000,0.0000,0.0000
2026-01-03T19:04:40.480,3046703,-0.0015,0.0077,-0.0061,-0.0092,0.3559,0.4249,0.4249,0.3206,-0.8145,-1.2287,-1.2257,-0.8376,0.0014658296713605523,0.0014658296713605523,-0.0014658296713605523,-0.0014658296713605523,0.38507509231567383,0.4049248695373535,0.4049248695373535,0.38507509231567383,-0.7467856407165527,-1.2669143676757812,-1.2669143676757812,-0.7467856407165527,-36,-32,-24,40,48,0,32,-244,140,40,-68,-280,2,1,0,3,2,0,2,67,7,0,2,43,31,29,30,31,28,29,28,28,29,29,28,30,11.9,45.2,0.4,11.8,47.0,CPG_ONLY,0.4756,0.3000,0.0000,0.0000
2026-01-03T19:04:40.681,3046903,-0.0031,0.0,0.0,-0.0077,0.3988,0.385,0.3881,0.3789,-0.7532,-1.2655,-1.2686,-0.7685,-0.004397404845803976,-0.004397404845803976,0.004397404845803976,0.004397404845803976,0.4247741103172302,0.3652259111404419,0.3652259111404419,0.4247741103172302,-0.7729307413101196,-1.2407691478729248,-1.2407691478729248,-0.7729307413101196,24,20,0,60,36,-20,-24,-132,40,0,20,-100,1,1,0,4,1,1,0,19,2,0,1,14,30,28,30,31,28,29,28,29,29,29,28,30,12.1,45.2,0.4,11.8,47.0,CPG_ONLY,0.5757,0.3000,0.0000,0.0000
2026-01-03T19:04:40.881,3047103,0.0061,-0.0031,0.0015,0.0015,0.4203,0.3482,0.3451,0.4264,-0.8161,-1.2042,-1.2257,-0.813,-0.008576924912631512,-0.008576924912631512,0.008576924912631512,0.008576924912631512,0.4530729055404663,0.33692705631256104,0.33692705631256104,0.4530729055404663,-0.8886421918869019,-1.1250578165054321,-1.1250578165054321,-0.8886421918869019,80,-24,-32,36,120,-24,0,-84,-20,-48,168,24,9,1,1,2,18,1,0,8,0,1,27,0,30,29,30,31,29,29,28,29,29,29,28,30,12.1,45.2,0.0,11.8,47.0,CPG_ONLY,0.6759,0.3000,0.0000,0.0000
2026-01-03T19:04:41.081,3047303,0.0046,-0.0061,0.0061,0.0031,0.428,0.3329,0.3237,0.4341,-0.9449,-1.0769,-1.1029,-0.9465,-0.009472396224737167,-0.009472396224737167,0.009472396224737167,0.009472396224737167,0.4591360092163086,0.3308640122413635,0.3308640122413635,0.4591360092163086,-1.0496127605438232,-0.9640871286392212,-0.9640871286392212,-1.0496127605438232,68,-24,-24,32,164,28,40,-136,0,-68,216,0,6,1,1,2,26,2,2,24,0,1,34,0,30,28,30,31,28,29,28,29,29,29,28,30,12.0,45.2,0.0,11.8,47.0,CPG_ONLY,0.7760,0.3000,0.0000,0.0000
2026-01-03T19:04:41.281,3047503,-0.0077,-0.0046,0.0061,0.0046,0.4495,0.3329,0.3252,0.4495,-1.0861,-0.9327,-0.9327,-1.0999,-0.0067410157062113285,-0.0067410157062113285,0.0067410157062113285,0.0067410157062113285,0.4406422972679138,0.3493577241897583,0.3493577241897583,0.4406422972679138,-1.1942102909088135,-0.8194897174835205,-0.8194897174835205,-1.1942102909088135,-32,-24,0,24,0,-28,76,20,-124,-144,148,48,1,1,0,1,0,0,8,0,3,14,17,0,30,29,30,31,28,29,28,29,29,29,28,30,12.1,45.2,0.0,11.8,47.0,CPG_ONLY,0.8761,0.3000,0.0000,0.0000
2026-01-03T19:04:41.482,3047703,-0.0031,-0.0092,0.0,0.0031,0.4295,0.3528,0.3175,0.428,-1.2287,-0.7977,-0.8283,-1.2333,-0.00142870272975415,-0.00142870272975415,0.00142870272975415,0.00142870272975415,0.4046735167503357,0.3853265047073364,0.3853265047073364,0.4046735167503357,-1.2670695781707764,-0.7466304302215576,-0.7466304302215576,-1.2670695781707764,0,36,-28,0,-60,-84,272,48,-40,-116,292,28,0,2,1,0,3,7,87,3,0,8,55,0,30,28,30,31,28,29,28,29,29,29,28,30,11.8,45.2,0.0,11.8,47.0,CPG_ONLY,0.9762,0.3000,0.0000,0.0000
