timestamp,timestamp_ms,pos_fl_sh,pos_fr_sh,pos_bl_sh,pos_br_sh,pos_fl_th,pos_fr_th,pos_bl_th,pos_br_th,pos_fl_ca,pos_fr_ca,pos_bl_ca,pos_br_ca,cmd_pos_fl_sh,cmd_pos_fr_sh,cmd_pos_bl_sh,cmd_pos_br_sh,cmd_pos_fl_th,cmd_pos_fr_th,cmd_pos_bl_th,cmd_pos_br_th,cmd_pos_fl_ca,cmd_pos_fr_ca,cmd_pos_bl_ca,cmd_pos_br_ca,load_fl_sh,load_fr_sh,load_bl_sh,load_br_sh,load_fl_th,load_fr_th,load_bl_th,load_br_th,load_fl_ca,load_fr_ca,load_bl_ca,load_br_ca,curr_fl_sh,curr_fr_sh,curr_bl_sh,curr_br_sh,curr_fl_th,curr_fr_th,curr_bl_th,curr_br_th,curr_fl_ca,curr_fr_ca,curr_bl_ca,curr_br_ca,temp_fl_sh,temp_fr_sh,temp_bl_sh,temp_br_sh,temp_fl_th,temp_fr_th,temp_bl_th,temp_br_th,temp_fl_ca,temp_fr_ca,temp_bl_ca,temp_br_ca,bus_voltage_v,rpi_cpu_temp_c,rpi_cpu_percent,rpi_memory_percent,rpi_disk_percent,mode,cpg_phase,cmd_vx,cmd_vy,cmd_yaw
2026-01-03T19:16:46.194,3772409,0.0,0.0015,-0.0031,-0.0046,0.3252,0.3252,0.3191,0.3175,-0.79,-0.7501,-0.7624,-0.7977,0.004364524967968464,0.004364524967968464,-0.004364524967968464,-0.004364524967968464,0.315448522567749,0.3745514750480652,0.4745514988899231,0.41544854640960693,-1.2412314414978027,-0.7724685668945312,-0.7724685668945312,-1.2412314414978027,0,0,0,28,40,-108,184,-188,-76,-24,88,52,0,0,0,1,0,6,24,24,1,0,8,0,29,27,30,31,28,30,28,32,31,30,32,33,12.1,43.55,0.4,12.3,47.0,CPG_ONLY,0.0751,0.3000,0.0000,0.0000
2026-01-03T19:16:46.394,3772609,0.0092,0.0031,-0.0077,-0.0077,0.3007,0.3896,0.4694,0.4172,-1.0769,-0.8115,-0.8161,-1.083,0.008560304529964924,0.008560304529964924,-0.008560304529964924,-0.008560304529964924,0.287039577960968,0.4029604196548462,0.5029603838920593,0.3870396018028259,-1.1259596347808838,-0.8877403736114502,-0.8877403736114502,-1.1259596347808838,24,24,0,0,-20,24,100,112,-88,28,0,120,1,1,0,0,0,1,6,6,0,0,0,0,29,28,30,31,28,30,29,32,30,30,32,33,12.1,43.55,0.4,12.3,47.0,CPG_ONLY,0.1752,0.3000,0.0000,0.0000
2026-01-03T19:16:46.595,3772809,0.0123,0.0031,-0.0123,-0.0092,0.2792,0.4096,0.4955,0.382,-1.218,-0.9403,-0.9434,-1.2241,0.00947834737598896,0.00947834737598896,-0.00947834737598896,-0.00947834737598896,0.2808237075805664,0.4091762900352478,0.5091763138771057,0.38082367181777954,-0.9650896787643433,-1.0486103296279907,-1.0486103296279907,-0.9650896787643433,24,36,-32,20,28,20,72,-28,32,40,20,-96,0,2,2,1,2,1,7,1,0,0,3,5,29,28,30,31,28,30,29,32,31,30,32,33,12.1,43.55,0.4,12.3,47.0,CPG_ONLY,0.2754,0.3000,0.0000,0.0000
2026-01-03T19:16:46.795,3773009,0.0107,0.0015,-0.0107,-0.0123,0.273,0.4004,0.4955,0.3804,-1.0477,-1.0937,-1.1029,-1.037,0.006767244543880224,0.006767244543880224,-0.006767244543880224,-0.006767244543880224,0.2991800904273987,0.3908199071884155,0.49081987142562866,0.3991801142692566,-0.8202015161514282,-1.1934984922409058,-1.1934984922409058,-0.8202015161514282,24,40,-24,32,84,0,40,-40,240,60,20,-228,1,2,1,2,9,0,2,2,20,1,3,22,29,28,30,31,28,30,29,32,30,30,32,33,12.1,45.2,0.0,12.2,47.0,CPG_ONLY,0.3755,0.3000,0.0000,0.0000
2026-01-03T19:16:46.995,3773209,-0.0015,0.0061,-0.0031,-0.0138,0.293,0.382,0.4801,0.3774,-0.8237,-1.2272,-1.2287,-0.836,0.0014649982331320643,0.0014649982331320643,-0.0014649982331320643,-0.0014649982331320643,0.33508074283599854,0.3549192547798157,0.4549192786216736,0.43508076667785645,-0.7467821836471558,-1.2669178247451782,-1.2669178247451782,-0.7467821836471558,-32,-24,24,64,124,64,-60,-220,176,40,-36,-260,2,1,1,5,17,3,2,46,20,1,1,45,29,28,30,31,28,30,29,32,31,30,32,33,11.9,45.2,0.0,12.2,47.0,CPG_ONLY,0.4756,0.3000,0.0000,0.0000
2026-01-03T19:16:47.195,3773409,0.0092,0.0015,0.0,-0.0077,0.3375,0.339,0.4479,0.4326,-0.7609,-1.2655,-1.2763,-0.7639,-0.00439827423542738,-0.00439827423542738,0.00439827423542738,0.00439827423542738,0.37477999925613403,0.3152199983596802,0.4152200222015381,0.47477996349334717,-0.7729430198669434,-1.2407569885253906,-1.2407569885253906,-0.7729430198669434,72,-24,20,60,108,48,-92,-128,76,0,88,-92,3,1,0,3,12,1,7,16,6,0,6,11,30,28,30,31,28,30,29,32,31,30,32,33,12.1,45.2,0.0,12.2,47.0,CPG_ONLY,0.5757,0.3000,0.0000,0.0000
2026-01-03T19:16:47.396,3773609,0.0061,-0.0031,0.0015,0.0,0.3559,0.3022,0.4034,0.474,-0.8145,-1.2072,-1.2272,-0.8115,-0.008577385917305946,-0.008577385917305946,0.008577385917305946,0.008577385917305946,0.40307605266571045,0.28692394495010376,0.38692396879196167,0.5030760765075684,-0.8886673450469971,-1.125032663345337,-1.125032663345337,-0.8886673450469971,72,-24,-32,44,200,36,-32,-100,-20,-56,168,32,6,2,1,3,42,1,1,9,0,2,22,0,29,28,30,31,28,30,29,32,30,30,32,33,12.0,44.65,0.4,12.2,47.0,CPG_ONLY,0.6759,0.3000,0.0000,0.0000
2026-01-03T19:16:47.596,3773809,-0.0153,-0.0061,0.0061,0.0,0.3942,0.2823,0.3789,0.4924,-0.9419,-1.0891,-1.0861,-0.9419,-0.009472236037254333,-0.009472236037254333,0.009472236037254333,0.009472236037254333,0.4091349244117737,0.2808650732040405,0.38086503744125366,0.5091348886489868,-1.0496394634246826,-0.9640605449676514,-0.9640605449676514,-1.0496394634246826,-64,-24,-24,48,64,-20,20,-96,-24,-148,108,36,3,2,1,3,3,0,1,11,0,8,5,0,29,28,30,31,28,30,29,32,30,30,32,33,12.1,44.65,0.4,12.2,47.0,CPG_ONLY,0.7760,0.3000,0.0000,0.0000
2026-01-03T19:16:47.796,3774009,-0.0031,-0.0061,0.0061,0.0046,0.3988,0.2792,0.385,0.5001,-1.0937,-0.9388,-0.9327,-1.0983,-0.006740237586200237,-0.006740237586200237,0.006740237586200237,0.006740237586200237,0.39063704013824463,0.2993629574775696,0.3993629813194275,0.49063700437545776,-1.1942312717437744,-0.81946861743927,-0.81946861743927,-1.1942312717437744,36,0,0,20,24,-52,-32,0,-60,-164,136,36,2,0,0,1,2,4,0,0,0,16,11,0,29,28,30,31,28,30,29,32,32,30,32,33,12.1,44.65,0.4,12.2,47.0,CPG_ONLY,0.8761,0.3000,0.0000,0.0000
2026-01-03T19:16:47.996,3774209,0.0,-0.0123,-0.0015,0.0046,0.382,0.2915,0.385,0.474,-1.221,-0.8069,-0.8191,-1.2303,-0.0014274584827944636,-0.0014274584827944636,0.0014274584827944636,0.0014274584827944636,0.3546651005744934,0.3353348970413208,0.4353349208831787,0.45466506481170654,-1.2670745849609375,-0.7466253042221069,-0.7466253042221069,-1.2670745849609375,24,56,-36,0,-64,-136,172,-28,-72,-156,228,32,1,4,2,0,2,16,35,2,1,16,35,1,29,28,30,31,28,30,29,32,30,30,32,33,12.0,44.1,0.4,12.2,47.0,CPG_ONLY,0.9762,0.3000,0.0000,0.0000
